EmployeeID,EmployeeName,Department,Gender,Ethnicity,Region,MonthlySalary,HireDate,ExitDate,AttritionFlag,PerformanceRating,HighPerformerAttrition,ReasonForLeaving,TenureYears,TenureBucket
730,Andrea Daniel,Marketing,Female,Asian,Asia,40341,2020-11-18,,0,Standard,0,,1.12,1-3 Years
731,William Arnold,Marketing,Male,Asian,South America,49610,2018-10-02,,0,Standard,0,,3.25,3-5 Years
732,Mary Stewart,Marketing,Female,Asian,South America,118674,2016-09-25,,0,High,0,,5.27,5+ Years
733,Shawn Walker,Marketing,Female,Black,South America,70728,2018-10-06,2021-12-25,1,Standard,0,Management Issues,3.22,3-5 Years
734,Katherine Allen,Marketing,Male,Black,Asia,73592,2020-04-10,,0,Standard,0,,1.73,1-3 Years
735,Vanessa Hunter,Marketing,Female,Other,South America,58189,2019-01-19,,0,Standard,0,,2.95,1-3 Years
736,William Rogers,Marketing,Male,Asian,North America,95278,2020-06-29,,0,Standard,0,,1.51,1-3 Years
737,Samantha Wright,Marketing,Male,Other,Asia,112375,2019-03-02,,0,Standard,0,,2.84,1-3 Years
738,Robert Hartman,Marketing,Male,Asian,South America,82894,2019-01-25,,0,High,0,,2.93,1-3 Years
739,Shannon Moore,Marketing,Male,Asian,South America,47970,2019-11-25,2021-09-27,1,Standard,0,Work-Life Balance,1.84,1-3 Years
740,Matthew Martinez,Marketing,Female,Asian,Europe,65766,2017-10-26,,0,Standard,0,,4.18,3-5 Years
741,Susan Nichols,Marketing,Male,Asian,South America,68782,2020-04-03,,0,High,0,,1.75,1-3 Years
742,Charles Nolan,Marketing,Female,Asian,North America,110568,2019-12-05,2021-06-29,1,High,1,Management Issues,1.57,1-3 Years
743,Bonnie Wilkins,Marketing,Female,Asian,Asia,71361,2017-03-15,2021-06-10,1,Standard,0,Work-Life Balance,4.24,3-5 Years
744,Brandon Stewart,Marketing,Male,Asian,North America,40010,2020-09-09,2021-09-15,1,High,1,Better Opportunity,1.02,1-3 Years
745,Kathleen Krause,Marketing,Male,Other,South America,52615,2016-11-17,,0,Standard,0,,5.12,5+ Years
746,Brittney Powell,Marketing,Male,Asian,South America,87780,2018-11-27,,0,High,0,,3.1,3-5 Years
747,Elizabeth Perez,Marketing,Female,Other,North America,44065,2017-08-12,2021-11-15,1,Standard,0,Better Opportunity,4.26,3-5 Years
748,Megan Davis,Marketing,Male,Other,South America,100212,2016-07-10,,0,Standard,0,,5.48,5+ Years
749,Kimberly Petersen,Marketing,Male,Asian,North America,101679,2016-01-01,,0,Standard,0,,6.0,5+ Years
750,Connie Hensley,Marketing,Female,Asian,Asia,53018,2020-09-04,2021-08-24,1,Standard,0,Work-Life Balance,0.97,0-1 Years
751,Dana Powell,HR,Male,Other,Europe,53280,2017-07-18,,0,Standard,0,,4.46,3-5 Years
752,Michael Coffey,HR,Female,Asian,South America,119243,2019-02-26,,0,High,0,,2.85,1-3 Years
753,Gail Weeks,HR,Male,Asian,North America,107376,2020-12-17,,0,Standard,0,,1.04,1-3 Years
754,Richard Riley,HR,Male,Asian,South America,60806,2020-03-21,,0,Standard,0,,1.78,1-3 Years
755,Christopher Clark,HR,Female,Other,Asia,41655,2018-01-30,,0,Standard,0,,3.92,3-5 Years
756,Brandon Reeves,HR,Male,Black,South America,72660,2020-05-12,,0,Standard,0,,1.64,1-3 Years
757,Zachary Adams,HR,Male,Asian,Europe,56675,2016-06-15,,0,High,0,,5.55,5+ Years
758,David Martinez,HR,Male,Asian,Europe,75642,2019-11-21,,0,Standard,0,,2.11,1-3 Years
759,Nicole Baker,HR,Male,Other,North America,54395,2017-04-17,,0,Standard,0,,4.71,3-5 Years
760,Tami Peters,HR,Female,Other,Asia,104360,2018-09-19,,0,Standard,0,,3.28,3-5 Years
761,Christine Ortiz,HR,Male,Other,North America,63899,2017-04-12,,0,Standard,0,,4.72,3-5 Years
762,Kimberly Christensen,HR,Female,Black,North America,84863,2019-05-22,,0,Standard,0,,2.61,1-3 Years
763,George Torres,HR,Female,Asian,Asia,47705,2018-02-08,2021-12-07,1,Standard,0,Management Issues,3.83,3-5 Years
764,Melissa Adams,HR,Female,Black,Asia,54680,2020-04-14,,0,Standard,0,,1.72,1-3 Years
765,Kayla Shaffer,HR,Female,Asian,North America,47389,2019-02-13,2021-11-29,1,Standard,0,Management Issues,2.79,1-3 Years
766,Jesus Garcia,HR,Male,Black,South America,56337,2016-09-12,,0,Standard,0,,5.3,5+ Years
767,Thomas Valenzuela,HR,Male,Other,Europe,62682,2019-04-23,,0,High,0,,2.69,1-3 Years
768,Virginia Hughes,HR,Male,Asian,South America,67493,2018-11-20,,0,Standard,0,,3.12,3-5 Years
769,Amy Noble,HR,Female,Asian,Asia,95623,2020-03-29,,0,Standard,0,,1.76,1-3 Years
770,Cody Herman,HR,Female,Black,South America,63795,2020-10-25,,0,Standard,0,,1.18,1-3 Years
771,Jill Guerrero,HR,Female,Asian,Europe,66636,2017-09-03,2021-06-22,1,High,1,Work-Life Balance,3.8,3-5 Years
772,Jeremy Thomas,HR,Female,Black,Europe,73903,2017-05-25,,0,Standard,0,,4.61,3-5 Years
773,Michael Johnson,HR,Female,Other,South America,73434,2020-10-17,,0,Standard,0,,1.21,1-3 Years
774,Alice Fleming,HR,Female,Other,Europe,75896,2019-02-13,,0,Standard,0,,2.88,1-3 Years
775,Lori Harris,HR,Male,Other,Europe,88747,2020-07-01,,0,Standard,0,,1.5,1-3 Years
776,Alex Marsh,HR,Male,Asian,North America,63019,2018-05-15,,0,Standard,0,,3.63,3-5 Years
777,Jonathan Gilbert,HR,Male,Asian,South America,65119,2020-10-28,2021-10-03,1,High,1,Work-Life Balance,0.93,0-1 Years
778,Jennifer Woods,HR,Female,Asian,Asia,101629,2020-03-03,,0,High,0,,1.83,1-3 Years
779,Laura Hansen,HR,Female,Black,Europe,99672,2016-06-21,2021-10-24,1,Standard,0,Management Issues,5.35,5+ Years
780,Susan Wilson,HR,Male,Black,Europe,62331,2017-11-15,,0,High,0,,4.13,3-5 Years
781,Kenneth West,HR,Female,Other,Asia,61995,2020-12-18,,0,Standard,0,,1.04,1-3 Years
782,Zachary Henderson,HR,Female,Black,Europe,48778,2017-10-25,,0,Standard,0,,4.19,3-5 Years
783,Tami Lane,HR,Female,Black,North America,79152,2019-11-29,,0,High,0,,2.09,1-3 Years
784,Brett Walker,HR,Female,Other,Europe,56416,2017-01-25,,0,Standard,0,,4.93,3-5 Years
785,Michelle Rodriguez,HR,Female,Asian,Asia,111249,2018-08-14,,0,Standard,0,,3.38,3-5 Years
786,Kendra Rodriguez,HR,Female,Asian,South America,54186,2020-09-04,,0,Standard,0,,1.32,1-3 Years
787,Julia Savage,HR,Male,Black,Asia,108371,2020-02-26,,0,Standard,0,,1.85,1-3 Years
788,Mr. Eric Decker,HR,Male,Black,Asia,117291,2019-08-12,,0,High,0,,2.39,1-3 Years
789,Stacy Stewart,HR,Female,Asian,Europe,69075,2021-03-31,,0,Standard,0,,0.75,0-1 Years
790,Joshua Hess,HR,Female,Black,South America,72454,2018-02-11,,0,High,0,,3.89,3-5 Years
791,Sara Miller,HR,Female,Asian,South America,56159,2020-12-15,,0,Standard,0,,1.04,1-3 Years
792,David Velez,HR,Male,Asian,Europe,41292,2021-01-18,,0,Standard,0,,0.95,0-1 Years
793,Ronald Gonzales,HR,Female,Black,North America,78226,2019-05-17,,0,Standard,0,,2.63,1-3 Years
794,Joshua Gonzalez MD,HR,Female,Asian,Europe,67566,2020-08-14,2021-08-06,1,High,1,Salary,0.98,0-1 Years
795,Nicholas Peterson,HR,Female,Black,Asia,110927,2020-01-25,2021-06-11,1,High,1,Better Opportunity,1.38,1-3 Years
796,Sharon Case DDS,HR,Male,Other,North America,76370,2016-09-26,,0,Standard,0,,5.27,5+ Years
797,Andrew Hall,HR,Female,Black,South America,62048,2020-05-22,,0,Standard,0,,1.61,1-3 Years
798,Justin Hardy,HR,Male,Other,Asia,109037,2018-11-18,,0,Standard,0,,3.12,3-5 Years
799,Ashley Ramos,HR,Male,Asian,South America,50384,2019-10-18,,0,High,0,,2.21,1-3 Years
800,Rebecca Peterson,HR,Female,Other,North America,115789,2018-01-05,,0,Standard,0,,3.99,3-5 Years
801,Dennis Marshall,HR,Female,Asian,Europe,55799,2017-12-23,,0,Standard,0,,4.02,3-5 Years
802,Michael Lee,HR,Male,Other,South America,46170,2018-01-30,,0,Standard,0,,3.92,3-5 Years
803,Damon Sparks,HR,Female,Black,Europe,101524,2019-05-10,2021-06-12,1,Standard,0,Management Issues,2.09,1-3 Years
804,Manuel Schmidt,HR,Male,Black,Europe,109866,2019-03-06,,0,Standard,0,,2.82,1-3 Years
805,Jenna Eaton,HR,Female,Asian,South America,74437,2018-01-10,2021-06-24,1,High,1,Work-Life Balance,3.45,3-5 Years
806,Nicole Davis,HR,Male,Other,South America,113683,2016-11-22,,0,High,0,,5.11,5+ Years
807,William Hernandez,HR,Male,Asian,Asia,93269,2018-10-19,,0,High,0,,3.2,3-5 Years
808,Kim Wall,HR,Female,Asian,Europe,48752,2017-12-13,,0,High,0,,4.05,3-5 Years
809,Paul Russo,HR,Female,Black,South America,57463,2016-12-13,,0,Standard,0,,5.05,5+ Years
810,Tiffany Brown,HR,Female,Asian,South America,60341,2016-08-09,,0,Standard,0,,5.4,5+ Years
811,Mrs. Laurie Rodriguez,HR,Male,Other,Europe,76401,2019-12-26,,0,Standard,0,,2.02,1-3 Years
812,Carla Braun,HR,Male,Asian,South America,40076,2019-01-24,,0,High,0,,2.94,1-3 Years
813,David Blake,HR,Male,Black,Asia,103489,2017-09-13,,0,Standard,0,,4.3,3-5 Years
814,Martha Beck,HR,Male,Black,Asia,95518,2019-01-20,,0,Standard,0,,2.95,1-3 Years
815,Richard Cruz,HR,Male,Black,North America,92621,2020-03-21,,0,Standard,0,,1.78,1-3 Years
816,Stephen Nichols,HR,Male,Other,South America,77642,2017-08-06,,0,Standard,0,,4.41,3-5 Years
817,Stephanie Wong,HR,Male,Black,Europe,107798,2020-04-13,,0,Standard,0,,1.72,1-3 Years
818,Daniel Gonzalez,HR,Female,Other,Europe,109487,2016-04-29,2021-12-25,1,Standard,0,Better Opportunity,5.66,5+ Years
819,Michael Cook,HR,Female,Asian,Europe,73197,2019-12-05,,0,Standard,0,,2.07,1-3 Years
820,Erin Brady,HR,Female,Asian,Europe,89697,2020-12-07,,0,Standard,0,,1.07,1-3 Years
821,Caleb Davies,HR,Female,Asian,Europe,86826,2020-07-27,,0,Standard,0,,1.43,1-3 Years
822,John Serrano,HR,Male,Other,South America,42802,2020-05-07,,0,Standard,0,,1.65,1-3 Years
823,Pamela Vincent,HR,Male,Other,North America,48338,2018-10-20,,0,Standard,0,,3.2,3-5 Years
824,John Blackburn,HR,Male,Black,North America,46761,2017-06-27,2021-11-02,1,High,1,Work-Life Balance,4.35,3-5 Years
825,James Medina,HR,Female,Black,Europe,115246,2017-09-17,2021-08-12,1,Standard,0,Work-Life Balance,3.9,3-5 Years
826,Dana Smith,HR,Female,Other,North America,47452,2019-04-01,,0,Standard,0,,2.75,1-3 Years
827,David Spencer,HR,Male,Other,South America,57103,2016-01-17,,0,Standard,0,,5.96,5+ Years
828,Jennifer Moore,HR,Male,Black,South America,63740,2021-01-03,,0,Standard,0,,0.99,0-1 Years
829,Taylor Summers,HR,Female,Other,South America,113265,2016-10-01,,0,High,0,,5.25,5+ Years
830,Robert Mccullough,HR,Male,Black,Asia,58708,2020-08-29,,0,Standard,0,,1.34,1-3 Years
831,Richard Hudson,HR,Female,Other,Europe,113572,2018-08-20,,0,Standard,0,,3.37,3-5 Years
832,Shannon Long,HR,Male,Black,Asia,47306,2020-01-10,2021-07-13,1,Standard,0,Better Opportunity,1.51,1-3 Years
833,Russell Hernandez,HR,Female,Other,Asia,119755,2018-09-14,2021-11-19,1,Standard,0,Better Opportunity,3.18,3-5 Years
834,Cody Smith,HR,Male,Other,South America,106528,2021-07-12,,0,Standard,0,,0.47,0-1 Years
835,Michael Powell,HR,Female,Asian,Europe,51179,2016-09-26,,0,Standard,0,,5.27,5+ Years
836,Mr. Craig Rowe,HR,Male,Asian,South America,81166,2021-02-04,,0,Standard,0,,0.9,0-1 Years
837,Brooke Porter,HR,Male,Black,Asia,98146,2018-11-25,,0,High,0,,3.1,3-5 Years
838,John Daniel,HR,Female,Other,Europe,101835,2020-03-16,,0,High,0,,1.79,1-3 Years
839,Joshua Baker,HR,Male,Other,Europe,109971,2020-11-27,,0,Standard,0,,1.09,1-3 Years
840,Jodi Foster,HR,Male,Other,Europe,51193,2016-09-21,,0,Standard,0,,5.28,5+ Years
841,Lori Mendez,HR,Male,Other,Europe,84041,2021-07-23,,0,Standard,0,,0.44,0-1 Years
842,Mallory Ibarra,HR,Male,Other,North America,87434,2019-10-01,,0,Standard,0,,2.25,1-3 Years
843,David Mahoney,HR,Female,Black,Europe,107799,2019-02-05,,0,High,0,,2.9,1-3 Years
844,Jason Vaughan,HR,Female,Asian,North America,110772,2017-05-24,2021-10-10,1,Standard,0,Better Opportunity,4.38,3-5 Years
845,Evan Bean,HR,Male,Other,Asia,51956,2020-09-09,,0,Standard,0,,1.31,1-3 Years
846,Sierra Johnston,HR,Female,Black,South America,115557,2021-04-19,,0,Standard,0,,0.7,0-1 Years
847,John Jefferson,HR,Male,Other,Europe,93548,2019-11-29,,0,Standard,0,,2.09,1-3 Years
848,Michael Mccarthy,HR,Female,Asian,South America,87348,2017-07-09,,0,Standard,0,,4.48,3-5 Years
849,Emily Stuart,HR,Male,Black,North America,57800,2019-06-09,,0,Standard,0,,2.56,1-3 Years
850,Andrew Kirby,HR,Female,Black,South America,89700,2020-11-20,,0,Standard,0,,1.11,1-3 Years
851,Jerry Parker,HR,Female,Other,South America,111284,2016-02-08,,0,Standard,0,,5.9,5+ Years
852,David Roberts,HR,Male,Black,South America,70846,2017-06-15,2021-06-20,1,High,1,Work-Life Balance,4.02,3-5 Years
853,Taylor Matthews,HR,Female,Asian,Asia,42133,2019-07-10,,0,Standard,0,,2.48,1-3 Years
854,Brandi Fisher,HR,Male,Black,South America,102231,2016-07-13,,0,High,0,,5.47,5+ Years
855,Martha Hughes,HR,Male,Black,Europe,78020,2018-05-29,,0,Standard,0,,3.59,3-5 Years
856,Derek Johnson,HR,Male,Asian,Asia,72944,2017-12-03,2021-10-18,1,Standard,0,Better Opportunity,3.88,3-5 Years
857,Paula Knight,HR,Male,Asian,Asia,56317,2016-01-04,2021-07-25,1,Standard,0,Work-Life Balance,5.56,5+ Years
858,Corey Flores,HR,Female,Other,Asia,74136,2017-07-13,,0,Standard,0,,4.47,3-5 Years
859,Brittany Arias,HR,Male,Asian,South America,113710,2018-01-26,,0,High,0,,3.93,3-5 Years
860,Angela Wilcox,HR,Female,Asian,South America,86979,2017-05-17,,0,High,0,,4.63,3-5 Years
861,Michelle Mcbride,HR,Male,Black,South America,103040,2016-07-25,,0,Standard,0,,5.44,5+ Years
862,Kenneth Cruz,HR,Female,Black,South America,101865,2017-12-22,,0,Standard,0,,4.03,3-5 Years
863,Michael Jones,HR,Male,Asian,Asia,77322,2019-07-13,,0,Standard,0,,2.47,1-3 Years
864,David Fernandez,HR,Female,Asian,Europe,115471,2019-11-01,,0,Standard,0,,2.17,1-3 Years
865,Alicia Bowen,HR,Male,Asian,North America,114868,2018-07-17,,0,High,0,,3.46,3-5 Years
866,Mrs. Rebecca Matthews,HR,Female,Asian,North America,119673,2019-06-28,,0,Standard,0,,2.51,1-3 Years
867,Charles Nichols,HR,Female,Other,Europe,44212,2018-01-20,,0,Standard,0,,3.95,3-5 Years
868,Gregory Smith,HR,Male,Other,South America,76318,2018-11-30,2021-08-12,1,Standard,0,Management Issues,2.7,1-3 Years
869,Todd Orr,HR,Male,Other,North America,54705,2020-04-04,,0,Standard,0,,1.74,1-3 Years
870,Antonio Stephens,HR,Female,Other,Europe,61856,2019-03-02,,0,Standard,0,,2.84,1-3 Years
871,Daniel Lee,HR,Male,Black,South America,59024,2018-12-06,,0,High,0,,3.07,3-5 Years
872,Jesse Elliott,HR,Male,Asian,North America,95090,2018-10-03,,0,Standard,0,,3.25,3-5 Years
873,Terry Martinez,HR,Female,Other,Europe,94953,2019-12-23,2021-08-06,1,Standard,0,Better Opportunity,1.62,1-3 Years
874,Tonya Morrison,HR,Female,Asian,Europe,51392,2019-06-25,2021-12-31,1,Standard,0,Work-Life Balance,2.52,1-3 Years
875,Christopher Gomez,HR,Female,Other,Europe,48302,2017-02-25,2021-12-11,1,Standard,0,Management Issues,4.79,3-5 Years
876,Ronald Hall,HR,Male,Other,North America,95854,2017-05-04,,0,High,0,,4.66,3-5 Years
877,Brooke Roberts,HR,Female,Other,South America,45016,2016-05-17,,0,High,0,,5.63,5+ Years
878,David Kerr,HR,Male,Other,Asia,91400,2020-03-30,,0,Standard,0,,1.76,1-3 Years
879,Shane Rodriguez,HR,Female,Asian,North America,116891,2019-09-28,,0,Standard,0,,2.26,1-3 Years
880,Rebecca Miller,HR,Female,Black,North America,106281,2018-02-09,,0,High,0,,3.89,3-5 Years
881,Jeremiah Kirby,HR,Male,Black,Asia,78324,2016-11-09,2021-10-29,1,High,1,Better Opportunity,4.97,3-5 Years
882,Jessica Smith,HR,Female,Asian,Asia,96602,2017-01-31,,0,Standard,0,,4.92,3-5 Years
883,Christopher Perez,HR,Female,Black,North America,112319,2016-01-04,,0,Standard,0,,5.99,5+ Years
884,Gina Perez,HR,Female,Black,South America,77548,2021-03-21,,0,Standard,0,,0.78,0-1 Years
885,Maria Camacho,HR,Female,Asian,North America,86096,2019-03-28,2021-09-27,1,Standard,0,Work-Life Balance,2.5,1-3 Years
886,Olivia Mitchell,HR,Female,Black,Asia,105760,2020-03-01,,0,Standard,0,,1.84,1-3 Years
887,Dustin Goodman,HR,Female,Asian,Asia,55009,2020-06-12,,0,Standard,0,,1.55,1-3 Years
888,Clarence Mann,HR,Female,Asian,Europe,98814,2021-04-14,,0,High,0,,0.72,0-1 Years
889,Vanessa Williams,HR,Female,Asian,South America,66581,2017-01-08,,0,High,0,,4.98,3-5 Years
890,Ana Boyle,HR,Female,Black,Asia,118313,2019-10-11,2021-09-26,1,Standard,0,Management Issues,1.96,1-3 Years
891,Teresa Carter,HR,Male,Other,North America,59075,2017-01-05,,0,High,0,,4.99,3-5 Years
892,Victoria Armstrong,HR,Female,Other,South America,78917,2018-02-25,,0,Standard,0,,3.85,3-5 Years
893,James Williams,HR,Female,Black,North America,65731,2018-09-04,,0,High,0,,3.33,3-5 Years
894,Brian Chase,HR,Female,Other,South America,62887,2017-07-20,,0,High,0,,4.45,3-5 Years
895,Lance Santiago,HR,Male,Asian,North America,70596,2021-05-23,,0,Standard,0,,0.61,0-1 Years
896,Anthony Friedman,HR,Female,Asian,Asia,95133,2020-07-02,,0,Standard,0,,1.5,1-3 Years
897,Linda Moore,HR,Male,Asian,North America,49672,2018-08-22,,0,Standard,0,,3.36,3-5 Years
898,Jeffrey Haynes,HR,Female,Asian,South America,107468,2020-07-06,,0,Standard,0,,1.49,1-3 Years
899,Michael Howell,HR,Female,Asian,North America,77886,2016-03-29,,0,Standard,0,,5.76,5+ Years
900,Michael Dalton,HR,Male,Black,North America,90718,2016-06-29,2021-07-07,1,High,1,Work-Life Balance,5.02,5+ Years
901,Matthew Lee,HR,Male,Black,Asia,89771,2020-01-03,,0,High,0,,1.99,1-3 Years
902,Bethany Haynes,HR,Female,Asian,Asia,46243,2017-02-23,2021-10-25,1,Standard,0,Management Issues,4.67,3-5 Years
903,Melissa Ford,HR,Male,Other,South America,108413,2016-03-31,,0,Standard,0,,5.76,5+ Years
904,Jerry Skinner,HR,Female,Asian,North America,111310,2016-06-05,,0,Standard,0,,5.58,5+ Years
905,Heather Day,HR,Male,Other,North America,77294,2016-02-04,,0,Standard,0,,5.91,5+ Years
906,Victoria Nolan,HR,Male,Asian,Asia,64599,2017-08-22,,0,Standard,0,,4.36,3-5 Years
907,Melissa Martinez,HR,Male,Asian,North America,56009,2018-10-24,,0,Standard,0,,3.19,3-5 Years
908,Julie Mitchell,HR,Male,Asian,North America,96012,2016-05-22,,0,Standard,0,,5.61,5+ Years
909,Amanda Johnson,HR,Male,Other,Asia,103946,2016-12-25,,0,Standard,0,,5.02,5+ Years
910,Nancy Ortega,HR,Female,Other,Asia,66754,2018-04-30,,0,Standard,0,,3.67,3-5 Years
911,Michael Ellis,HR,Female,Black,Europe,96728,2016-09-06,,0,Standard,0,,5.32,5+ Years
912,Leonard Lamb,HR,Female,Asian,Asia,116703,2016-06-19,,0,Standard,0,,5.54,5+ Years
913,Mrs. Julie Wilson,HR,Male,Asian,Asia,86488,2020-09-29,,0,Standard,0,,1.25,1-3 Years
914,Deborah Martin,HR,Female,Asian,Europe,115200,2020-12-07,,0,Standard,0,,1.07,1-3 Years
915,Monica Burns,HR,Female,Other,South America,82277,2019-03-19,,0,Standard,0,,2.79,1-3 Years
916,Robert Rodriguez,HR,Male,Other,Asia,100386,2020-11-27,,0,High,0,,1.09,1-3 Years
917,Danielle Thomas,HR,Male,Other,North America,84517,2020-04-30,2021-11-25,1,High,1,Salary,1.57,1-3 Years
918,Denise Rojas,HR,Male,Black,Europe,109383,2020-05-13,2021-09-06,1,Standard,0,Management Issues,1.32,1-3 Years
919,Jennifer Gibbs,HR,Female,Asian,North America,93086,2016-07-16,,0,Standard,0,,5.46,5+ Years
920,Virginia Nguyen,HR,Male,Asian,North America,49242,2019-09-12,,0,Standard,0,,2.3,1-3 Years
921,Elizabeth Rodriguez,HR,Female,Asian,North America,67372,2021-02-25,,0,Standard,0,,0.85,0-1 Years
922,Laura Hogan,HR,Female,Asian,South America,94777,2021-03-20,2021-07-13,1,Standard,0,Better Opportunity,0.32,0-1 Years
923,Shawn Smith,HR,Male,Black,Europe,73332,2017-03-16,2021-08-31,1,Standard,0,Better Opportunity,4.46,3-5 Years
924,Jennifer Travis,HR,Male,Black,Asia,84997,2017-10-12,,0,High,0,,4.22,3-5 Years
925,Linda Page,HR,Female,Black,Asia,43668,2021-02-10,,0,High,0,,0.89,0-1 Years
926,Dawn Terry,HR,Male,Asian,North America,44046,2020-06-11,,0,Standard,0,,1.56,1-3 Years
927,Holly Ferrell,HR,Female,Black,Asia,109059,2016-01-17,,0,Standard,0,,5.96,5+ Years
928,Evan Woodard,HR,Male,Other,Europe,94474,2018-05-17,,0,Standard,0,,3.63,3-5 Years
929,Christopher Thornton,HR,Male,Other,Asia,62639,2020-03-27,,0,Standard,0,,1.76,1-3 Years
930,Alvin Atkins,HR,Female,Other,Europe,45103,2019-08-04,,0,Standard,0,,2.41,1-3 Years
931,Christopher Miller,HR,Male,Asian,North America,101112,2017-10-12,,0,Standard,0,,4.22,3-5 Years
932,Makayla Holland,HR,Female,Black,South America,92358,2019-04-16,,0,Standard,0,,2.71,1-3 Years
933,Matthew Rose,HR,Male,Asian,South America,76954,2019-08-20,,0,Standard,0,,2.37,1-3 Years
934,Roger Smith,HR,Female,Other,Europe,79206,2016-02-24,,0,Standard,0,,5.85,5+ Years
935,Brooke Morgan,HR,Male,Black,South America,109894,2016-08-05,,0,Standard,0,,5.41,5+ Years
936,Glenda Martin,HR,Male,Black,South America,104781,2020-07-05,,0,High,0,,1.49,1-3 Years
937,Cody Finley,HR,Male,Asian,South America,89634,2020-04-22,,0,Standard,0,,1.69,1-3 Years
938,Angela Thompson,HR,Male,Other,South America,68173,2019-08-29,,0,Standard,0,,2.34,1-3 Years
939,Francis Blackburn,HR,Male,Other,South America,64915,2018-05-13,,0,Standard,0,,3.64,3-5 Years
940,William Scott,HR,Female,Asian,Europe,104479,2020-05-02,,0,High,0,,1.67,1-3 Years
941,Shari Harvey,HR,Male,Other,Asia,50472,2018-06-30,,0,High,0,,3.51,3-5 Years
942,Mr. Marcus Lane PhD,HR,Male,Asian,South America,93841,2017-11-27,,0,Standard,0,,4.1,3-5 Years
943,Diane Chapman,HR,Female,Other,North America,45981,2019-02-16,,0,Standard,0,,2.87,1-3 Years
944,Cassandra Ross,HR,Male,Asian,North America,51117,2021-04-09,,0,Standard,0,,0.73,0-1 Years
945,Kristine Rodriguez,HR,Female,Black,North America,96128,2019-12-15,,0,Standard,0,,2.05,1-3 Years
946,Craig Sims,HR,Male,Black,North America,95206,2017-01-25,2021-12-21,1,Standard,0,Better Opportunity,4.91,3-5 Years
947,Mariah Briggs,HR,Male,Asian,Asia,53946,2019-12-01,,0,Standard,0,,2.08,1-3 Years
948,Chris Parker,HR,Male,Asian,Europe,41353,2019-03-16,,0,Standard,0,,2.8,1-3 Years
949,Joseph Graham,HR,Male,Asian,Asia,45877,2017-04-17,,0,Standard,0,,4.71,3-5 Years
950,Lisa Day,HR,Female,Other,Asia,108449,2018-11-18,,0,Standard,0,,3.12,3-5 Years
951,Devon Garza,Finance,Male,Black,North America,40862,2020-06-24,,0,Standard,0,,1.52,1-3 Years
952,Jennifer Martinez DDS,Finance,Female,Asian,Asia,57870,2020-04-23,,0,Standard,0,,1.69,1-3 Years
953,Lynn Pearson,Finance,Female,Black,Asia,82186,2019-09-12,,0,Standard,0,,2.3,1-3 Years
954,Cheryl Jackson,Finance,Female,Black,South America,112618,2020-06-01,,0,Standard,0,,1.58,1-3 Years
955,Yvonne Nelson,Finance,Male,Black,Europe,64606,2018-04-17,,0,Standard,0,,3.71,3-5 Years
956,Christopher Johnson,Finance,Female,Other,South America,80533,2020-06-06,,0,High,0,,1.57,1-3 Years
957,Natalie Brown,Finance,Female,Asian,Asia,63860,2019-08-25,,0,Standard,0,,2.35,1-3 Years
958,Zachary Carter,Finance,Male,Black,South America,93737,2016-09-27,,0,Standard,0,,5.26,5+ Years
959,Mr. Adam Johnson,Finance,Female,Asian,South America,98847,2018-08-13,,0,High,0,,3.39,3-5 Years
960,Shannon Neal,Finance,Male,Asian,South America,85393,2017-01-24,,0,Standard,0,,4.94,3-5 Years
961,Andrew Parker,Finance,Female,Asian,Asia,118618,2020-02-12,,0,Standard,0,,1.88,1-3 Years
962,Ernest Lucas,Finance,Male,Other,North America,93439,2018-08-10,,0,High,0,,3.39,3-5 Years
963,Roberta Fields,Finance,Female,Other,Europe,41979,2017-02-26,,0,Standard,0,,4.85,3-5 Years
964,Tonya Harris,Finance,Male,Other,South America,40776,2017-08-02,,0,Standard,0,,4.42,3-5 Years
965,Kristine Anderson,Finance,Male,Asian,Asia,85233,2021-05-10,,0,Standard,0,,0.64,0-1 Years
966,Stephanie Gilbert,Finance,Male,Black,Europe,71063,2019-12-18,2021-08-15,1,High,1,Work-Life Balance,1.66,1-3 Years
967,Leslie Hines,Finance,Male,Other,Asia,70465,2019-03-25,,0,Standard,0,,2.77,1-3 Years
968,Dustin Stephens,Finance,Female,Asian,South America,65389,2018-08-15,,0,Standard,0,,3.38,3-5 Years
969,Lori Larsen,Finance,Male,Black,South America,103802,2021-03-19,,0,Standard,0,,0.79,0-1 Years
970,Stuart Wilson,Finance,Male,Black,Asia,114302,2021-05-30,,0,Standard,0,,0.59,0-1 Years
971,Miranda Baxter,Finance,Male,Other,South America,77384,2021-01-02,,0,Standard,0,,0.99,0-1 Years
972,Brandy Howell,Finance,Male,Asian,Europe,118493,2020-02-29,,0,Standard,0,,1.84,1-3 Years
973,Francisco Collins,Finance,Male,Asian,Europe,69849,2020-03-10,,0,Standard,0,,1.81,1-3 Years
974,Denise Brown,Finance,Female,Black,Asia,101100,2018-05-23,,0,High,0,,3.61,3-5 Years
975,Shannon Elliott,Finance,Female,Other,Europe,41325,2019-12-12,,0,Standard,0,,2.05,1-3 Years
976,Doris Foster,Finance,Male,Black,North America,63293,2017-09-24,2021-09-26,1,Standard,0,Salary,4.01,3-5 Years
